Base Query,Rewritten 1,Rewritten 2,Rewritten 3,Điều,Chương,Trả lời
Điều gì xảy ra nếu đi sai làn đường dành riêng cho phương tiện khác?,Người lái xe gặp rủi ro gì khi đi vào làn đường không dành cho phương tiện của mình?,Tại sao cần tuân thủ làn đường quy định cho từng loại xe?,Hậu quả ra sao nếu phương tiện vi phạm làn đường dành riêng?,13,2,"Đi sai làn có thể gây va chạm, làm cản trở giao thông và bị xử phạt theo quy định, đồng thời làm tăng nguy cơ tai nạn cho bản thân và người khác."
"Tại sao khi vượt xe, người lái xe thường phải vượt bên trái?",Vì sao quy định vượt xe yêu cầu phải vượt bên trái?,Lý do nào khiến xe phải vượt từ phía bên trái?,Điều gì khiến việc vượt xe bên trái an toàn hơn?,14,2,"Vượt xe bên trái giúp người lái xe có tầm nhìn tốt hơn và tránh va chạm với xe đi ngược chiều, đảm bảo an toàn cho cả người vượt và người bị vượt."
Khi nào người lái xe được phép vượt bên phải?,Trong trường hợp nào xe được vượt từ bên phải?,Xe được phép vượt bên phải khi gặp tình huống gì?,Điều kiện nào cho phép lái xe vượt phải thay vì vượt trái?,14,2,"Xe được phép vượt bên phải khi xe phía trước bật tín hiệu rẽ trái, đang rẽ trái, hoặc khi gặp xe chuyên dùng đang làm việc trên đường không thể vượt bên trái."
Người điều khiển xe phía trước cần làm gì khi có xe xin vượt?,"Khi có xe phía sau xin vượt, người lái xe phía trước phải ứng xử ra sao?",Người lái xe cần làm gì để hỗ trợ xe xin vượt an toàn?,"Để đảm bảo an toàn khi có xe muốn vượt, người điều khiển xe trước cần chú ý điều gì?",14,2,"Người lái xe phía trước cần quan sát, nếu đủ an toàn thì giảm tốc độ, bật tín hiệu rẽ phải, đi sát bên phải để xe sau vượt. Nếu không an toàn, cần bật tín hiệu rẽ trái để báo hiệu chưa thể vượt."
Những trường hợp nào người lái xe không được phép vượt?,Khi nào việc vượt xe bị cấm?,Trong những tình huống nào không nên vượt xe để đảm bảo an toàn?,Điều gì khiến lái xe bị cấm vượt trong một số trường hợp?,14,2,"Không được vượt xe khi tầm nhìn bị hạn chế (cầu hẹp, đường cong, đỉnh dốc), ở nơi giao nhau, gần đường sắt, trong hầm, khi gặp xe ưu tiên, người đi bộ qua đường, hoặc khi điều kiện thời tiết, đường xấu không đảm bảo an toàn."
"Tại sao khi chuyển hướng xe, người lái phải quan sát và bật tín hiệu trước?",Vì sao người điều khiển xe cần quan sát và báo tín hiệu trước khi rẽ?,Lý do gì khiến người lái xe phải bật đèn báo rẽ khi chuyển hướng?,Điều gì khiến việc quan sát và phát tín hiệu trước khi chuyển hướng trở nên quan trọng?,15,2,"Quan sát và bật tín hiệu trước giúp người lái xe đảm bảo an toàn, tránh va chạm với các phương tiện phía sau hoặc xung quanh, đồng thời giúp người khác kịp thời xử lý khi thấy tín hiệu chuyển hướng."
"Khi chuyển hướng, người lái xe cần nhường đường cho ai?",Người điều khiển xe phải ưu tiên cho đối tượng nào khi rẽ?,"Trong lúc chuyển hướng, lái xe cần nhường đường cho những ai?",Ai được quyền đi trước khi bạn đang chuyển hướng xe?,15,2,"Khi chuyển hướng, người lái xe phải nhường đường cho người đi bộ, xe thô sơ và các xe đi ngược chiều, đảm bảo không gây cản trở hay nguy hiểm cho người và phương tiện khác."
Trong những trường hợp nào không được phép quay đầu xe?,Khi nào người điều khiển xe bị cấm quay đầu?,Có những nơi nào không được quay đầu xe?,Tại sao không thể quay đầu xe ở một số vị trí nhất định?,15,2,"Người lái xe không được quay đầu ở phần đường dành cho người đi bộ, trên cầu, đầu cầu, gầm cầu, ngầm, nơi giao nhau với đường sắt, đường hẹp, dốc, đoạn cong khuất tầm nhìn, đường cao tốc, hầm đường bộ, và đường một chiều (trừ khi có hướng dẫn từ lực lượng giao thông hoặc biển báo tạm thời)."
Tại sao người lái xe cần quan sát và bật tín hiệu khi lùi xe?,Vì sao cần quan sát và ra tín hiệu trước khi lùi xe?,Lý do gì khiến việc bật tín hiệu khi lùi xe trở nên quan trọng?,Người lái xe cần làm gì trước khi lùi xe để đảm bảo an toàn?,16,2,"Khi lùi xe, người lái cần quan sát kỹ xung quanh và bật tín hiệu để đảm bảo an toàn cho người đi bộ, các phương tiện khác, đồng thời giúp mọi người xung quanh nhận biết ý định di chuyển của xe, tránh xảy ra va chạm."
Trong những trường hợp nào không được phép lùi xe?,Có những nơi nào mà lái xe bị cấm lùi xe?,Khi nào việc lùi xe là không được phép?,Người điều khiển xe không được lùi xe trong các trường hợp nào?,16,2,"Người lái xe không được lùi ở đường một chiều, khu vực cấm dừng, phần đường dành cho người đi bộ, nơi giao nhau với đường bộ hoặc đường sắt, chỗ tầm nhìn bị che khuất, trong hầm đường bộ và trên đường cao tốc."
"Khi hai xe đi ngược chiều gặp nhau trên đường không có dải phân cách, người lái xe cần làm gì để tránh va chạm?",Người điều khiển xe nên làm gì khi gặp xe đi ngược chiều trên đường không phân chia làn?,Làm thế nào để đảm bảo an toàn khi hai xe đi ngược chiều tránh nhau?,"Trong trường hợp hai xe đi ngược chiều, người lái cần tuân thủ quy tắc gì?",17,2,"Khi hai xe đi ngược chiều gặp nhau trên đường không có dải phân cách, người lái xe phải giảm tốc độ và cho xe đi về bên phải theo chiều đi của mình để tránh va chạm."
Trong những trường hợp nào xe phải nhường đường khi tránh xe đi ngược chiều?,Những tình huống nào yêu cầu người lái xe nhường đường cho xe đi ngược chiều?,"Khi gặp xe đi ngược chiều, khi nào cần phải nhường đường?",Xe nào cần nhường đường trong các tình huống tránh xe đối diện?,17,2,"Người điều khiển xe phải nhường đường trong các trường hợp sau:
- Khi đường hẹp chỉ đủ cho một xe và có chỗ tránh, xe gần chỗ tránh hơn phải nhường đường.
- Xe đang xuống dốc phải nhường cho xe lên dốc.
- Xe gặp chướng ngại vật phía trước phải nhường cho xe không có chướng ngại vật."
Dừng xe và đỗ xe khác nhau như thế nào?,Điểm khác biệt giữa dừng xe và đỗ xe là gì?,Người lái xe cần hiểu thế nào về khái niệm dừng xe và đỗ xe?,"Khi nào thì hành động của người lái xe được coi là dừng xe, khi nào là đỗ xe?",18,2,"Dừng xe là trạng thái xe đứng yên tạm thời trong khoảng thời gian cần thiết để người lên, xuống xe, xếp dỡ hàng hóa, kiểm tra kỹ thuật. Khi dừng xe, không được tắt máy và không được rời khỏi vị trí lái, trừ khi thực hiện các thao tác an toàn cần thiết.
Đỗ xe là trạng thái xe đứng yên không giới hạn thời gian. Khi đỗ xe, người điều khiển chỉ được rời khỏi xe sau khi đã sử dụng phanh đỗ hoặc biện pháp an toàn khác."
"Người điều khiển xe phải tuân thủ quy định gì khi dừng xe, đỗ xe?","Khi dừng hoặc đỗ xe, tài xế cần thực hiện những điều gì để đảm bảo an toàn?","Có những yêu cầu nào đối với người lái khi thực hiện dừng, đỗ xe?",Người điều khiển phương tiện cần lưu ý gì khi dừng xe hoặc đỗ xe?,18,2,"Người điều khiển xe khi dừng, đỗ xe phải:
- Báo hiệu cho các phương tiện khác biết khi ra vào vị trí dừng, đỗ.
- Không làm ảnh hưởng đến người đi bộ và phương tiện khác.
- Đỗ xe trên đường dốc phải đánh lái vào lề, chèn bánh.
- Chỉ dừng, đỗ ở nơi có lề đường rộng, nếu không có lề thì phải dừng sát mép đường bên phải."
"Những vị trí nào bị cấm dừng, đỗ xe?","Xe không được phép dừng, đỗ tại những nơi nào?","Khi dừng đỗ xe, tài xế cần tránh các vị trí nào?",Có những khu vực nào bị cấm đỗ xe để đảm bảo an toàn giao thông?,18,2,"Các vị trí cấm dừng, đỗ xe bao gồm:
- Bên trái đường một chiều.
- Đoạn đường cong, gần đầu dốc bị che khuất tầm nhìn.
- Trên cầu, gầm cầu vượt (trừ nơi được phép).
- Trên phần đường cho người đi bộ, gần ngã tư (trong phạm vi 5 mét).
- Điểm đón trả khách, trước cổng cơ quan, trường học (trong phạm vi 5 mét).
- Đường hẹp chỉ đủ cho một làn xe.
- Trên lòng đường, vỉa hè trái quy định."
"Khi đỗ xe trên đoạn đường dốc, tài xế cần tuân thủ những quy định gì?","Để đảm bảo an toàn, người lái xe phải làm gì khi đỗ xe trên dốc?","Có quy định gì đặc biệt khi dừng, đỗ xe trên đoạn đường dốc?",Đỗ xe trên dốc cần chú ý điều gì để tránh nguy hiểm?,18,2,"Khi đỗ xe trên đoạn đường dốc, người điều khiển xe phải:
- Đánh lái về phía lề đường.
- Sử dụng phanh đỗ xe.
- Chèn bánh xe để tránh xe tự trôi."
"Khi gặp sự cố kỹ thuật buộc phải dừng, đỗ xe tại nơi cấm, tài xế cần làm gì?","Nếu xe hỏng và buộc phải dừng nơi không được phép, lái xe cần xử lý ra sao?","Người lái xe nên làm gì khi dừng, đỗ khẩn cấp tại vị trí cấm?",Làm sao để đảm bảo an toàn khi phải dừng xe tại nơi không cho phép?,18,2,"Trong trường hợp buộc phải dừng, đỗ xe tại nơi cấm do sự cố, người lái xe phải:
- Bật đèn khẩn cấp.
- Đặt biển cảnh báo phía sau xe.
- Đảm bảo báo hiệu để các phương tiện khác biết và phòng tránh."
"Khi dừng, đỗ xe trên đường phố, người lái cần tuân thủ điều gì về khoảng cách với lề đường?",Xe đỗ trên phố phải cách lề đường bao xa?,Có quy định nào về khoảng cách giữa bánh xe và lề đường khi đỗ xe?,Người lái xe cần giữ khoảng cách như thế nào khi đỗ xe trên đường phố?,18,2,"Khi dừng, đỗ xe trên đường phố, bánh xe gần nhất không được cách lề đường hoặc vỉa hè quá 0,25 mét và không được gây cản trở, nguy hiểm cho người và phương tiện khác."
Người lái xe cần làm gì để đảm bảo an toàn khi ra khỏi xe sau khi đỗ?,"Trước khi rời khỏi xe sau khi đỗ, tài xế phải chú ý gì?",Có quy định nào khi rời khỏi xe đã đỗ để đảm bảo an toàn?,Làm thế nào để tránh sự cố khi rời khỏi xe sau khi đỗ?,18,2,"Trước khi rời khỏi xe sau khi đỗ, người điều khiển xe phải:
- Kéo phanh tay hoặc thực hiện biện pháp an toàn khác.
- Quan sát xung quanh để tránh gây nguy hiểm cho người và phương tiện khác."
"Xe được phép dừng, đỗ ở đâu trên đường bộ?","Có những vị trí nào trên đường bộ cho phép dừng, đỗ xe?","Người lái xe được phép dừng, đỗ ở những nơi nào?","Để không vi phạm, nên dừng, đỗ xe ở đâu trên đường?",18,2,"Xe được phép dừng, đỗ:
- Ở nơi có lề đường rộng hoặc khu đất ngoài phần đường xe chạy.
- Nếu không có lề đường, phải dừng sát mép đường bên phải theo chiều đi."
Khi nào thì được phép mở cửa xe?,Người lái xe hoặc hành khách có thể mở cửa xe trong trường hợp nào?,Trong điều kiện nào thì việc mở cửa xe được coi là hợp lệ?,Mở cửa xe cần tuân thủ quy định gì về thời điểm?,19,2,Chỉ được phép mở cửa xe khi xe đã dừng hoặc đỗ an toàn.
"Trước khi mở cửa xe, người mở cần chú ý điều gì để đảm bảo an toàn?",Người mở cửa xe cần làm gì để tránh gây nguy hiểm cho người khác?,Có những bước nào cần thực hiện trước khi mở cửa xe?,Làm thế nào để đảm bảo an toàn khi mở cửa xe?,19,2,"Trước khi mở cửa, người mở phải quan sát phía trước, phía sau và bên mở cửa. Chỉ khi thấy an toàn mới được mở cửa hoặc ra khỏi xe và không để cửa mở gây nguy hiểm cho người khác."
Khi nào người lái xe phải bật đèn chiếu sáng phía trước?,Trong những trường hợp nào người điều khiển phương tiện cần bật đèn chiếu sáng phía trước?,Người lái xe cần bật đèn khi gặp các điều kiện thời tiết hay thời gian ra sao?,Đèn chiếu sáng phía trước cần được sử dụng vào thời điểm nào?,20,2,"Người lái xe phải bật đèn chiếu sáng phía trước từ 18 giờ ngày hôm trước đến 06 giờ ngày hôm sau hoặc khi có sương mù, khói, bụi, trời mưa, thời tiết xấu làm hạn chế tầm nhìn."
Trong những trường hợp nào người lái xe phải chuyển từ đèn chiếu xa sang đèn chiếu gần?,Khi nào người điều khiển phương tiện phải tắt đèn chiếu xa và bật đèn chiếu gần?,Đèn chiếu gần cần được sử dụng trong các tình huống nào?,Lái xe cần đổi từ đèn chiếu xa sang chiếu gần khi gặp trường hợp gì?,20,2,"Người lái xe phải tắt đèn chiếu xa, bật đèn chiếu gần khi gặp người đi bộ qua đường, đi trong khu đông dân cư có hệ thống chiếu sáng hoạt động, gặp xe đi ngược chiều (trừ khi có dải phân cách chống chói), và khi chuyển hướng xe tại nơi đường giao nhau."
Người điều khiển xe làm việc trên đường bộ cần sử dụng đèn gì?,"Khi làm việc trên đường, người lái xe phải bật loại đèn nào?",Đèn cảnh báo màu vàng được sử dụng trong trường hợp nào?,"Làm việc trên đường bộ, người điều khiển phương tiện cần bật đèn ra sao?",20,2,Người lái xe khi thực hiện công việc trên đường bộ phải bật sáng đèn cảnh báo màu vàng.
Khi nào người lái xe được phép sử dụng còi?,Trong những trường hợp nào người điều khiển phương tiện được phép bấm còi?,Người tham gia giao thông nên sử dụng còi xe khi nào?,Có thể sử dụng tín hiệu còi trong các tình huống nào?,21,2,Người lái xe được phép sử dụng còi khi cần báo hiệu để tránh tình huống mất an toàn giao thông hoặc khi chuẩn bị vượt xe.
Có những quy định gì về việc hạn chế sử dụng còi xe?,Khi nào người điều khiển phương tiện không được sử dụng còi?,Những hạn chế nào được áp dụng khi sử dụng còi xe?,Việc bấm còi bị cấm trong các trường hợp nào?,21,2,"Người lái xe không được sử dụng còi liên tục, không được dùng còi có âm lượng không đúng quy định và không được bấm còi từ 22 giờ đến 05 giờ trong khu đông dân cư hoặc gần cơ sở y tế, trừ xe ưu tiên."
"Khi gặp đường giao nhau giữa đường chính và đường nhánh, xe phải nhường đường như thế nào?",Xe đi từ đường nhánh cần nhường đường ra sao khi đến đường giao nhau?,"Trong tình huống giao nhau giữa đường không ưu tiên và đường chính, ai phải nhường đường?",Xe từ đường phụ gặp đường chính thì phải làm gì để đảm bảo an toàn?,22,2,"Xe đi từ đường không ưu tiên hoặc đường nhánh phải nhường đường cho xe đi trên đường ưu tiên hoặc đường chính, bất kể xe đó đi từ hướng nào tới."
"Khi đến đường giao nhau có hoặc không có vòng xuyến, quy tắc nhường đường ra sao?",Làm thế nào để nhường đường đúng quy định khi gặp đường giao nhau với vòng xuyến?,"Tại giao lộ không có vòng xuyến, người lái xe cần tuân thủ nguyên tắc nhường đường nào?",Quy tắc nhường đường khi gặp đường giao nhau có và không có vòng xuyến khác nhau ra sao?,22,2,"Nếu đường giao nhau không có vòng xuyến, người điều khiển phương tiện phải nhường đường cho xe đi từ bên phải.
Nếu đường giao nhau có vòng xuyến, người lái xe phải nhường đường cho xe đi từ bên trái."
"Khi đến bến phà hoặc cầu phao, người điều khiển phương tiện cần tuân thủ quy định nào để đảm bảo an toàn và trật tự?",Làm thế nào để các phương tiện giữ trật tự khi chờ qua phà hoặc cầu phao?,Người lái xe cần làm gì khi đến bến phà hoặc cầu phao để không gây cản trở giao thông?,Có quy định gì về việc xếp hàng cho xe khi đến phà hoặc cầu phao?,23,2,"Khi đến bến phà hoặc cầu phao, các xe phải xếp hàng đúng quy định và không được gây cản trở giao thông."
"Thứ tự ưu tiên cho các phương tiện khi qua phà, cầu phao được quy định như thế nào?",Xe nào được phép qua phà hoặc cầu phao trước?,"Khi có nhiều phương tiện đến cùng lúc, thứ tự ưu tiên qua phà là gì?",Những loại xe nào được ưu tiên qua phà trước các xe khác?,23,2,"Thứ tự ưu tiên là:
- Xe ưu tiên
- Xe chở thư báo
- Xe chở thực phẩm tươi sống
- Xe chở khách công cộng
- Nếu xe cùng thứ tự ưu tiên đến cùng lúc, xe nào đến trước được qua trước."
"Khi xuống phà, người và phương tiện cần tuân thủ quy định nào để đảm bảo an toàn?",Người đi bộ và xe cộ phải làm gì khi xuống phà?,Có những quy tắc nào dành cho hành khách và phương tiện khi lên xuống phà?,Làm thế nào để đảm bảo an toàn cho người và phương tiện khi rời phà?,23,2,"Khi xe xuống phà, người không được ở trên xe trừ người lái, trẻ em, phụ nữ mang thai, người già, người khuyết tật và người bệnh. Xe cơ giới xuống trước, người đi bộ xuống sau. Khi lên bến, người đi bộ lên trước, phương tiện lên sau theo hướng dẫn."
"Khi qua cầu phao, người điều khiển phương tiện phải tuân thủ quy định gì?",Các phương tiện cần lưu ý điều gì khi di chuyển qua cầu phao?,Làm sao để đảm bảo an toàn khi xe và người đi bộ qua cầu phao?,Có những yêu cầu nào đối với xe cơ giới và người đi bộ khi đi qua cầu phao?,23,2,"Xe cơ giới phải đi theo hàng, không cản trở xe đi ngược chiều. Người đi bộ và xe thô sơ phải đi sát bên phải theo chiều đi, không cản trở các phương tiện khác. Mọi người phải tuân theo hướng dẫn của người điều khiển giao thông."
"Khi gặp đèn đỏ nhấp nháy, chuông kêu hoặc chắn đường bộ đang đóng gần đường sắt, người tham gia giao thông cần làm gì?",Người lái xe phải làm gì khi thấy chắn tàu đang đóng hoặc đèn tín hiệu gần đường sắt bật sáng?,Bạn nên xử lý thế nào khi gặp tín hiệu báo tàu sắp đến?,Có quy tắc nào khi đến gần đường sắt mà đèn đỏ và chuông kêu?,24,2,"Người tham gia giao thông phải dừng lại bên phải đường của mình, trước vạch dừng xe khi thấy nhân viên gác chắn ra hiệu, đèn đỏ nhấp nháy, chuông kêu hoặc chắn đường đang đóng."
"Khi đến đường ngang không có người gác hay tín hiệu cảnh báo, người tham gia giao thông phải làm gì để đảm bảo an toàn?","Nếu đường sắt không có chắn hay đèn cảnh báo, người lái xe cần làm gì?",Bạn sẽ xử lý thế nào khi tới đường ngang không có tín hiệu báo tàu?,Có quy định gì khi băng qua đường sắt mà không thấy nhân viên gác chắn?,24,2,"Người tham gia giao thông phải dừng lại bên phải đường của mình, trước vạch dừng xe, quan sát kỹ hai phía và chỉ đi qua khi không có tàu sắp đến."
"Nếu phương tiện bị hỏng hoặc xảy ra sự cố trên đường ngang, người điều khiển phương tiện cần làm gì?",Người lái xe nên làm gì khi xe gặp sự cố trên đường ray?,"Nếu có tai nạn hoặc hàng hóa rơi trên đường sắt, bạn phải xử lý ra sao?",Có quy định nào khi phương tiện không thể di chuyển khỏi đường ngang an toàn?,24,2,"Người điều khiển phương tiện và những người có mặt phải ngay lập tức báo hiệu để dừng tàu và thực hiện các biện pháp bảo đảm an toàn khi xe bị hỏng, gặp tai nạn hoặc có vật cản trên đường sắt."
"Khi nhập vào làn đường trên đường cao tốc, người lái xe cần tuân thủ những quy tắc nào?",Người lái xe phải làm gì trước khi nhập làn trên đường cao tốc?,"Khi muốn tham gia vào đường cao tốc, bạn nên chú ý điều gì để đảm bảo an toàn?",Có quy định nào về cách nhập làn khi di chuyển vào đường cao tốc không?,25,2,"Trước khi nhập làn, người lái xe phải bật tín hiệu xin vào, nhường đường cho xe đang chạy trên đường cao tốc, quan sát phía sau để bảo đảm khoảng cách an toàn. Nếu có làn đường tăng tốc, xe phải chạy trên làn đó trước khi nhập làn."
"Nếu xe gặp sự cố trên đường cao tốc, người điều khiển phương tiện phải xử lý ra sao?",Bạn nên làm gì khi xe hỏng bất ngờ trên đường cao tốc?,Có quy định gì về việc dừng xe khẩn cấp trên đường cao tốc?,"Khi không thể di chuyển xe vào làn dừng khẩn cấp trên cao tốc, người lái cần làm gì?",25,2,"Nếu gặp sự cố, người lái xe phải dừng xe ở làn dừng khẩn cấp, bật đèn cảnh báo nguy hiểm. Nếu xe không thể di chuyển, phải đặt biển hoặc đèn cảnh báo phía sau cách tối thiểu 150 mét và báo cho Cảnh sát giao thông hoặc cơ quan quản lý đường cao tốc."
Những loại phương tiện nào không được phép di chuyển trên đường cao tốc?,Xe máy và xe thô sơ có được đi trên đường cao tốc không?,Ai không được phép tham gia giao thông trên đường cao tốc?,Có giới hạn nào về phương tiện khi đi trên cao tốc?,25,2,"Xe máy, xe gắn máy, xe thô sơ, xe mô tô có tốc độ thiết kế dưới mức tối thiểu quy định, xe chở người bốn bánh gắn động cơ, người đi bộ và các loại xe tương tự không được phép đi trên đường cao tốc, trừ phương tiện phục vụ quản lý và bảo trì."
"Khi lái xe trong hầm đường bộ, người điều khiển phương tiện cần tuân thủ quy định gì về đèn chiếu sáng?",Xe tham gia giao thông trong hầm đường bộ phải bật loại đèn nào?,Người lái xe cần lưu ý điều gì về hệ thống chiếu sáng khi đi qua hầm đường bộ?,Có quy định gì về việc sử dụng đèn khi điều khiển phương tiện trong hầm đường bộ?,26,2,"Khi di chuyển trong hầm đường bộ, xe cơ giới và xe máy chuyên dùng phải bật đèn chiếu gần; xe thô sơ phải bật đèn hoặc có vật phát sáng để báo hiệu."
"Trong trường hợp xe gặp sự cố trong hầm đường bộ, người lái xe cần làm gì để đảm bảo an toàn?",Người lái xe phải xử lý ra sao khi xe hỏng trong hầm đường bộ?,"Nếu không thể di chuyển xe trong hầm, người điều khiển phương tiện nên làm gì?",Có quy định nào về việc dừng xe trong hầm đường bộ khi gặp sự cố không?,26,2,"Khi gặp sự cố, người lái xe phải đưa xe vào vị trí dừng khẩn cấp. Nếu không di chuyển được, cần bật đèn khẩn cấp, đặt biển hoặc đèn cảnh báo phía sau xe với khoảng cách an toàn và nhanh chóng báo cho Cảnh sát giao thông hoặc cơ quan quản lý hầm."
"Ngoài quy định về đèn và dừng xe, người điều khiển phương tiện trong hầm đường bộ cần chú ý gì khác?",Có những quy tắc nào khác mà người lái xe phải tuân thủ khi đi trong hầm?,"Khi lái xe trong hầm đường bộ, ngoài việc bật đèn, người lái cần lưu ý thêm điều gì?",Những quy định nào trong giao thông đường bộ cũng áp dụng khi di chuyển trong hầm?,26,2,"Ngoài việc bật đèn chiếu sáng và không dừng xe khi không cần thiết, người điều khiển phương tiện phải tuân thủ các quy tắc giao thông đường bộ khác được quy định trong Chương này, bao gồm giữ khoảng cách an toàn và tuân theo biển báo hiệu."
Xe ưu tiên gồm những loại xe nào?,Những phương tiện nào được xếp vào danh sách xe ưu tiên?,Loại xe nào được quyền ưu tiên khi tham gia giao thông?,Xe ưu tiên bao gồm các phương tiện nào trong giao thông?,27,2,"Xe ưu tiên gồm xe chữa cháy, xe quân sự, xe công an, xe kiểm sát đi làm nhiệm vụ khẩn cấp, xe cứu thương, xe hộ đê, xe cứu nạn cứu hộ, đoàn xe có xe cảnh sát dẫn đường và đoàn xe tang."
Thứ tự ưu tiên khi các xe ưu tiên qua đường giao nhau được sắp xếp như thế nào?,Xe ưu tiên được quyền đi trước theo thứ tự nào khi đến đường giao nhau?,"Khi qua ngã tư, thứ tự ưu tiên của các xe ưu tiên là gì?",Các loại xe ưu tiên được sắp xếp quyền ưu tiên ra sao khi cùng đến giao lộ?,27,2,"Thứ tự ưu tiên từ cao xuống thấp là: xe chữa cháy, xe quân sự, công an, kiểm sát đi làm nhiệm vụ khẩn cấp, xe cứu thương, xe hộ đê, xe cứu nạn cứu hộ, đoàn xe tang."
Xe ưu tiên cần có tín hiệu gì khi tham gia giao thông?,Các xe ưu tiên phải sử dụng loại tín hiệu nào để được ưu tiên khi lưu thông?,Xe ưu tiên khi làm nhiệm vụ cần bật tín hiệu gì?,Tín hiệu ưu tiên của các loại xe ưu tiên được quy định ra sao?,27,2,"Xe ưu tiên phải bật đèn nhấp nháy theo quy định: xe chữa cháy, xe quân sự, xe cứu thương dùng đèn đỏ; xe công an, kiểm sát và xe cảnh sát dẫn đường dùng đèn đỏ và xanh; xe cứu hộ, cứu nạn và xe hộ đê dùng đèn xanh."
Xe ưu tiên có được vượt đèn đỏ và đi ngược chiều không?,Xe ưu tiên được phép đi thế nào khi gặp đèn tín hiệu giao thông?,"Khi làm nhiệm vụ, xe ưu tiên có được đi ngược chiều và bỏ qua tín hiệu đèn không?",Xe ưu tiên có bị giới hạn tốc độ hoặc bị cấm đi ngược chiều không?,27,2,"Xe ưu tiên được phép vượt đèn đỏ, không bị giới hạn tốc độ, đi ngược chiều (trừ đường cao tốc chỉ được đi trên làn dừng khẩn cấp) nhưng phải tuân theo hiệu lệnh người điều khiển giao thông và biển báo tạm thời."
"Khi có tín hiệu của xe ưu tiên, người tham gia giao thông phải làm gì?",Người điều khiển phương tiện cần làm gì khi gặp xe ưu tiên?,Xe khác phải xử lý thế nào khi nghe thấy tín hiệu của xe ưu tiên?,"Khi xe ưu tiên đến gần, các phương tiện và người đi bộ nên làm gì?",27,2,"Người và phương tiện phải giảm tốc độ, đi sát lề phải hoặc dừng lại nhường đường; trạm thu phí phải ưu tiên cho xe ưu tiên qua mà không gây cản trở."
Màu sắc đèn tín hiệu ưu tiên của các loại xe ưu tiên khác nhau ra sao?,Các loại xe ưu tiên sử dụng màu đèn tín hiệu gì khi làm nhiệm vụ?,Đèn tín hiệu ưu tiên của xe cứu thương và xe công an có gì khác nhau?,Tín hiệu màu sắc trên xe ưu tiên được quy định như thế nào?,27,2,"Xe chữa cháy, xe quân sự, xe cứu thương dùng đèn đỏ; xe công an, kiểm sát, cảnh sát dẫn đường dùng đèn đỏ và xanh; xe cứu nạn, cứu hộ và xe hộ đê dùng đèn xanh."
Đoàn xe tang có được xem là xe ưu tiên không?,Xe tang có nằm trong danh sách xe ưu tiên khi tham gia giao thông không?,Đoàn xe tang có được quyền ưu tiên trên đường không?,Trong trường hợp nào đoàn xe tang được ưu tiên khi đi trên đường?,27,2,Đoàn xe tang được xem là xe ưu tiên nhưng có thứ tự ưu tiên thấp nhất trong các loại xe ưu tiên.
Xe ưu tiên có được quyền đi vào làn dừng khẩn cấp trên đường cao tốc không?,Xe ưu tiên khi cần đi ngược chiều trên cao tốc phải tuân thủ quy định gì?,Có trường hợp nào xe ưu tiên được phép đi vào làn dừng khẩn cấp không?,Xe ưu tiên đi trên đường cao tốc có bị hạn chế làn đường không?,27,2,Xe ưu tiên được phép đi ngược chiều trên đường cao tốc nhưng chỉ được đi trên làn dừng khẩn cấp.
Chính phủ quy định ra sao về việc lắp đặt và sử dụng thiết bị phát tín hiệu của xe ưu tiên?,Ai có thẩm quyền cấp phép sử dụng thiết bị phát tín hiệu xe ưu tiên?,Việc quản lý thiết bị phát tín hiệu xe ưu tiên được quy định như thế nào?,Có quy trình nào cho việc cấp mới hoặc thu hồi thiết bị tín hiệu xe ưu tiên không?,27,2,"Chính phủ quy định chi tiết về quản lý, lắp đặt, sử dụng và trình tự cấp mới, cấp lại, thu hồi giấy phép thiết bị phát tín hiệu của xe ưu tiên."
Xe ưu tiên khi làm nhiệm vụ có được miễn phí qua trạm thu phí không?,Trạm thu phí phải xử lý thế nào khi xe ưu tiên tới?,Xe ưu tiên có phải dừng lại trả phí khi qua trạm thu phí không?,Có quy định gì về việc ưu tiên xe ưu tiên qua trạm thu phí?,27,2,Xe ưu tiên phải được ưu tiên qua trạm thu phí trong mọi tình huống mà không bị cản trở.
Trong những trường hợp nào xe ô tô chở hàng được phép chở người?,Khi nào xe tải được chở người trên thùng xe?,Xe ô tô chở hàng được phép chở người trong những tình huống nào?,Xe chở hàng có thể chở người khi nào mà không vi phạm quy định?,28,2,"Xe ô tô chở hàng được phép chở người khi: chở người làm nhiệm vụ cứu nạn, cứu hộ, phòng chống thiên tai, dịch bệnh, cấp cứu người bị nạn; chở lực lượng vũ trang đi làm nhiệm vụ khẩn cấp; chở người học lái, sát hạch lái, công nhân bảo dưỡng đường; chở người diễu hành khi được phép."
Xe ô tô chở hàng phải tuân thủ quy định gì khi chở người trong các trường hợp được phép?,"Khi chở người, xe chở hàng cần đảm bảo yêu cầu gì?",Xe tải khi chở người hợp pháp phải chú ý điều gì để đảm bảo an toàn?,Có quy định gì về an toàn khi xe chở hàng được phép chở người?,28,2,Xe ô tô chở hàng phải đảm bảo an toàn khi tham gia giao thông trong các trường hợp được phép chở người.
