Base Query,Rewritten 1,Rewritten 2,Rewritten 3,Điều,Chương,Trả lời
"Chuyển nhượng quyền tác giả, quyền liên quan là gì?",Thế nào là việc chuyển nhượng quyền tác giả và quyền liên quan?,Việc chuyển nhượng quyền tác giả và quyền liên quan được hiểu như thế nào?,"Khi một cá nhân hoặc tổ chức chuyển nhượng quyền tác giả, họ đang thực hiện hành động gì?",45,4,"Chuyển nhượng quyền tác giả, quyền liên quan là việc chủ sở hữu quyền tác giả hoặc chủ sở hữu quyền liên quan chuyển giao quyền sở hữu đối với các quyền tài sản của mình cho tổ chức hoặc cá nhân khác thông qua hợp đồng hoặc theo quy định của pháp luật."
Những quyền nhân thân nào không thể được chuyển nhượng?,Những quyền nào của tác giả và người biểu diễn không thể chuyển nhượng?,"Trong quyền tác giả và quyền liên quan, quyền nào không thể chuyển giao cho người khác?","Khi chuyển nhượng quyền tác giả, có quyền nào mà tác giả không thể chuyển giao không?",45,4,"Tác giả không thể chuyển nhượng các quyền nhân thân, trừ quyền công bố tác phẩm.
Người biểu diễn cũng không thể chuyển nhượng các quyền nhân thân của mình, như quyền được giới thiệu tên khi biểu diễn và quyền bảo vệ hình tượng biểu diễn khỏi sự sửa chữa, cắt xén gây ảnh hưởng đến danh dự và uy tín."
"Điều kiện để chuyển nhượng quyền tác giả, quyền liên quan trong trường hợp có đồng chủ sở hữu là gì?","Khi một tác phẩm có nhiều chủ sở hữu, điều kiện nào cần đáp ứng để chuyển nhượng quyền?","Nếu một bản ghi âm hoặc chương trình phát sóng có đồng chủ sở hữu, việc chuyển nhượng cần tuân theo nguyên tắc nào?","Trong trường hợp một tác phẩm có nhiều người đồng sở hữu, làm thế nào để một người có thể chuyển nhượng phần quyền của mình?",45,4,"Nếu tác phẩm, cuộc biểu diễn, bản ghi âm, ghi hình hoặc chương trình phát sóng có đồng chủ sở hữu, thì việc chuyển nhượng phải có sự thỏa thuận của tất cả đồng chủ sở hữu.
Tuy nhiên, nếu mỗi đồng chủ sở hữu có phần riêng biệt có thể tách ra và sử dụng độc lập, thì họ có thể chuyển nhượng phần quyền của mình mà không cần sự đồng ý của những người còn lại."
"Hợp đồng chuyển nhượng quyền tác giả, quyền liên quan cần có những nội dung gì?","Khi ký kết hợp đồng chuyển nhượng quyền tác giả, cần đảm bảo những nội dung nào?",Một hợp đồng chuyển nhượng quyền tác giả hợp pháp cần bao gồm những điều khoản gì?,Những yếu tố nào phải có trong một hợp đồng chuyển nhượng quyền liên quan?,46,4,"Hợp đồng chuyển nhượng quyền tác giả, quyền liên quan phải có những nội dung chính sau:

Thông tin của hai bên: Tên và địa chỉ đầy đủ của bên chuyển nhượng và bên nhận chuyển nhượng.
Căn cứ chuyển nhượng: Cơ sở pháp lý của việc chuyển nhượng.
Giá và phương thức thanh toán: Mức giá được thỏa thuận và cách thức thanh toán.
Quyền và nghĩa vụ của các bên: Các quyền và trách nhiệm được phân định rõ ràng.
Trách nhiệm khi vi phạm hợp đồng: Xác định hậu quả và biện pháp xử lý nếu có vi phạm."
"Việc sửa đổi hoặc chấm dứt hợp đồng chuyển nhượng quyền tác giả, quyền liên quan được thực hiện theo quy định nào?","Khi cần thay đổi hoặc hủy bỏ hợp đồng chuyển nhượng quyền tác giả, phải tuân theo quy định nào?","Những nguyên tắc nào áp dụng khi thực hiện, chỉnh sửa hoặc kết thúc hợp đồng chuyển nhượng quyền liên quan?","Nếu một bên muốn chấm dứt hợp đồng chuyển nhượng quyền tác giả, quy trình sẽ được thực hiện theo luật nào?",46,4,"Việc thực hiện, sửa đổi, chấm dứt hoặc hủy bỏ hợp đồng chuyển nhượng quyền tác giả, quyền liên quan phải tuân theo các quy định của Bộ luật dân sự. Điều này đảm bảo rằng các bên tham gia hợp đồng đều được bảo vệ theo pháp luật và có cơ sở pháp lý rõ ràng để giải quyết tranh chấp nếu có."
"Chuyển quyền sử dụng quyền tác giả, quyền liên quan là gì?",Thế nào là chuyển quyền sử dụng quyền tác giả và quyền liên quan?,"Khi một tổ chức hoặc cá nhân muốn sử dụng quyền tác giả trong thời gian nhất định, họ cần thực hiện hình thức nào?",Có sự khác biệt gì giữa chuyển nhượng quyền tác giả và chuyển quyền sử dụng quyền tác giả?,47,4,"Chuyển quyền sử dụng quyền tác giả, quyền liên quan là việc chủ sở hữu quyền tác giả hoặc quyền liên quan cho phép tổ chức, cá nhân khác sử dụng có thời hạn một, một số hoặc toàn bộ các quyền của mình. Việc chuyển quyền này phải tuân theo các quy định pháp luật và có thể được thực hiện thông qua thỏa thuận giữa các bên."
"Hợp đồng sử dụng quyền tác giả, quyền liên quan cần có những nội dung gì?",Một hợp đồng sử dụng quyền tác giả hợp lệ cần có những điều khoản nào?,"Khi ký kết hợp đồng sử dụng quyền tác giả, các bên cần thỏa thuận về những nội dung gì?",Những thông tin nào bắt buộc phải có trong hợp đồng sử dụng quyền tác giả?,48,4,"Hợp đồng sử dụng quyền tác giả, quyền liên quan phải được lập thành văn bản và bao gồm các nội dung chủ yếu sau:
Tên và địa chỉ của các bên tham gia hợp đồng (bên chuyển quyền và bên được chuyển quyền).
Căn cứ chuyển quyền (cơ sở pháp lý cho việc chuyển giao quyền sử dụng).
Phạm vi chuyển giao quyền (bao gồm thời gian, không gian và hình thức sử dụng quyền).
Giá và phương thức thanh toán (mức phí sử dụng và cách thức thanh toán).
Quyền và nghĩa vụ của các bên (trách nhiệm và quyền lợi của mỗi bên).
Trách nhiệm do vi phạm hợp đồng (các biện pháp xử lý khi một trong hai bên không thực hiện đúng cam kết)."
"Đăng ký quyền tác giả, quyền liên quan là gì?","Việc đăng ký quyền tác giả, quyền liên quan được hiểu như thế nào?","Khi muốn ghi nhận quyền tác giả, quyền liên quan, tác giả cần thực hiện thủ tục gì?","Quy trình đăng ký quyền tác giả, quyền liên quan bao gồm những gì?",48,4,"Đăng ký quyền tác giả, quyền liên quan là quá trình tác giả hoặc chủ sở hữu quyền tác giả, quyền liên quan nộp đơn và hồ sơ cho cơ quan nhà nước có thẩm quyền để ghi nhận các thông tin về tác giả, tác phẩm và chủ sở hữu quyền."
Việc đăng ký quyền tác giả có phải là điều kiện bắt buộc để được bảo hộ không?,"Nếu không đăng ký, quyền tác giả có được pháp luật bảo hộ không?",Có cần thiết phải đăng ký quyền tác giả để được công nhận không?,Một tác phẩm chưa đăng ký quyền tác giả có được bảo vệ hợp pháp không?,49,5,"Không, đăng ký quyền tác giả không phải là điều kiện bắt buộc để được hưởng quyền bảo hộ. Theo quy định, quyền tác giả và quyền liên quan được bảo hộ tự động từ khi tác phẩm được sáng tạo và thể hiện dưới một hình thức vật chất nhất định.

Tuy nhiên, việc đăng ký giúp tạo chứng cứ pháp lý rõ ràng, giúp chủ sở hữu dễ dàng chứng minh quyền của mình khi xảy ra tranh chấp."
"Tác giả có lợi ích gì khi đăng ký quyền tác giả, quyền liên quan?",Việc đăng ký quyền tác giả mang lại những lợi ích gì?,Đăng ký quyền tác giả có giúp ích gì khi xảy ra tranh chấp không?,Tại sao tác giả nên đăng ký quyền tác giả dù không bắt buộc?,49,5,"Đăng ký quyền tác giả mang lại nhiều lợi ích như:

Tạo chứng cứ pháp lý vững chắc: Khi xảy ra tranh chấp, chủ sở hữu không cần chứng minh quyền của mình nếu có Giấy chứng nhận đăng ký.
Giúp bảo vệ quyền lợi: Dễ dàng xử lý hành vi vi phạm hoặc sao chép trái phép.
Tạo điều kiện cho việc chuyển nhượng và cấp phép sử dụng: Việc mua bán, chuyển nhượng hay cấp quyền sử dụng tác phẩm trở nên thuận lợi hơn.
Khẳng định danh tính tác giả: Giúp công nhận chính thức quyền sở hữu của tác giả đối với tác phẩm."
"Ai có quyền nộp đơn đăng ký quyền tác giả, quyền liên quan?","Những ai có thể nộp đơn đăng ký quyền tác giả, quyền liên quan?",Tác giả có thể tự mình đăng ký quyền tác giả hay cần nhờ người khác?,Ai có quyền đại diện nộp đơn đăng ký quyền tác giả?,50,5,"Theo quy định tại Điều 50, đơn đăng ký quyền tác giả, quyền liên quan có thể được nộp bởi:

Tác giả (người trực tiếp sáng tạo ra tác phẩm);
Chủ sở hữu quyền tác giả, quyền liên quan (có thể là cá nhân hoặc tổ chức sở hữu tác phẩm);
Người được ủy quyền (có giấy ủy quyền hợp lệ từ tác giả hoặc chủ sở hữu).
Như vậy, tác giả có thể tự mình đăng ký hoặc ủy quyền cho tổ chức/cá nhân khác thực hiện thủ tục này."
"Cơ quan nào có thẩm quyền cấp Giấy chứng nhận đăng ký quyền tác giả, quyền liên quan?","Ai có quyền cấp Giấy chứng nhận đăng ký quyền tác giả, quyền liên quan?",Cơ quan nào chịu trách nhiệm cấp giấy chứng nhận đăng ký quyền tác giả?,Giấy chứng nhận đăng ký quyền tác giả do đơn vị nào cấp?,51,5,"Cơ quan quản lý nhà nước về quyền tác giả, quyền liên quan là cơ quan có thẩm quyền cấp Giấy chứng nhận đăng ký quyền tác giả, Giấy chứng nhận đăng ký quyền liên quan. Cụ thể, cơ quan này thuộc sự quản lý của Bộ Văn hóa, Thể thao và Du lịch."
Thời hạn cấp Giấy chứng nhận đăng ký quyền tác giả là bao lâu?,Cơ quan có bao nhiêu ngày để cấp Giấy chứng nhận đăng ký quyền tác giả?,Thời gian xử lý đơn đăng ký quyền tác giả là bao lâu?,Trong bao lâu thì người nộp đơn nhận được Giấy chứng nhận đăng ký quyền liên quan?,52,5,"Trong vòng 15 ngày làm việc, kể từ ngày cơ quan có thẩm quyền nhận được đơn hợp lệ, Giấy chứng nhận đăng ký quyền tác giả hoặc quyền liên quan sẽ được cấp cho người nộp đơn."
Cơ quan quản lý có phải thông báo nếu từ chối cấp Giấy chứng nhận quyền tác giả không?,"Nếu đơn đăng ký bị từ chối, cơ quan có phải báo cho người nộp đơn không?","Khi bị từ chối cấp Giấy chứng nhận đăng ký quyền tác giả, người nộp đơn có nhận được thông báo không?","Trường hợp không được cấp Giấy chứng nhận quyền liên quan, người nộp đơn có được biết lý do không?",53,5,"Có. Nếu cơ quan quản lý từ chối cấp Giấy chứng nhận đăng ký quyền tác giả, quyền liên quan, họ phải thông báo bằng văn bản cho người nộp đơn và nêu rõ lý do từ chối."
Giấy chứng nhận đăng ký quyền tác giả có hiệu lực ở đâu?,Hiệu lực của Giấy chứng nhận đăng ký quyền tác giả được áp dụng ở phạm vi nào?,Giấy chứng nhận đăng ký quyền liên quan có giá trị trên lãnh thổ Việt Nam không?,"Nếu có Giấy chứng nhận quyền tác giả, tôi có thể sử dụng ở toàn quốc không?",54,5,"Giấy chứng nhận đăng ký quyền tác giả, quyền liên quan có hiệu lực trên toàn lãnh thổ Việt Nam."
Khi nào có thể cấp lại hoặc đổi Giấy chứng nhận đăng ký quyền tác giả?,Trong trường hợp nào có thể yêu cầu cấp lại hoặc đổi Giấy chứng nhận quyền tác giả?,"Nếu mất hoặc làm hư hỏng Giấy chứng nhận quyền tác giả, có thể xin cấp lại không?","Khi thay đổi chủ sở hữu quyền tác giả, có cần đổi lại Giấy chứng nhận không?",55,5,"Giấy chứng nhận đăng ký quyền tác giả, quyền liên quan có thể được cấp lại hoặc đổi trong các trường hợp sau:

Bị mất hoặc bị hư hỏng.
Thay đổi chủ sở hữu quyền tác giả, quyền liên quan.
Cơ quan có thẩm quyền quy định tại Điều 51 của Luật này sẽ tiến hành cấp lại hoặc đổi Giấy chứng nhận."
Trong trường hợp nào Giấy chứng nhận đăng ký quyền tác giả có thể bị hủy bỏ?,Khi nào Giấy chứng nhận quyền tác giả bị thu hồi hoặc hủy bỏ?,"Nếu một người không phải là tác giả nhưng được cấp Giấy chứng nhận quyền tác giả, thì có bị hủy không?",Tác phẩm không thuộc đối tượng bảo hộ nhưng đã được cấp Giấy chứng nhận quyền tác giả có bị hủy không?,55,5,"Giấy chứng nhận đăng ký quyền tác giả, quyền liên quan có thể bị hủy bỏ trong các trường hợp sau:

Người được cấp không phải là tác giả hoặc chủ sở hữu quyền tác giả.
Tác phẩm, bản ghi âm, ghi hình, chương trình phát sóng không thuộc đối tượng bảo hộ.
Cơ quan nhà nước có thẩm quyền sẽ tiến hành hủy bỏ hiệu lực Giấy chứng nhận trong các trường hợp này."
"Tổ chức đại diện tập thể quyền tác giả, quyền liên quan là gì?",Tổ chức đại diện tập thể quyền tác giả có chức năng gì?,Ai có thể thành lập tổ chức đại diện tập thể quyền tác giả?,Tổ chức đại diện tập thể quyền tác giả hoạt động như thế nào?,56,6,"Tổ chức đại diện tập thể quyền tác giả, quyền liên quan là tổ chức phi lợi nhuận, được thành lập theo thỏa thuận của các tác giả, chủ sở hữu quyền tác giả, chủ sở hữu quyền liên quan. Tổ chức này hoạt động theo quy định của pháp luật để bảo vệ quyền tác giả, quyền liên quan của thành viên."
"Tổ chức tư vấn, dịch vụ quyền tác giả, quyền liên quan là gì?",Tổ chức tư vấn quyền tác giả có chức năng gì?,Tổ chức dịch vụ quyền tác giả hoạt động như thế nào?,"Vai trò của tổ chức tư vấn, dịch vụ quyền tác giả là gì?",57,6,"Tổ chức tư vấn, dịch vụ quyền tác giả, quyền liên quan là tổ chức được thành lập và hoạt động theo quy định của pháp luật, nhằm hỗ trợ tác giả, chủ sở hữu quyền tác giả trong các vấn đề liên quan đến quyền tác giả và quyền liên quan."
"Tổ chức tư vấn, dịch vụ quyền tác giả có thể làm gì để bảo vệ quyền tác giả?",Làm thế nào để tổ chức tư vấn quyền tác giả giúp bảo vệ quyền lợi của tác giả?,Tổ chức tư vấn quyền tác giả có thể giúp gì trong trường hợp xảy ra tranh chấp?,Dịch vụ quyền tác giả có thể hỗ trợ tác giả như thế nào?,57,6,"Tổ chức tư vấn, dịch vụ quyền tác giả giúp bảo vệ quyền tác giả bằng cách:

Tư vấn pháp luật về quyền tác giả, quyền liên quan, giúp tác giả hiểu rõ quyền lợi của mình.
Hỗ trợ đăng ký quyền tác giả để đảm bảo quyền sở hữu được công nhận hợp pháp.
Đại diện tham gia các quan hệ pháp luật liên quan đến quyền tác giả, hỗ trợ giải quyết tranh chấp khi có yêu cầu."
Sáng chế cần đáp ứng những điều kiện nào để được cấp Bằng độc quyền sáng chế?,"Để có thể được cấp Bằng độc quyền sáng chế, sáng chế phải có những đặc điểm gì?",Những điều kiện cần thiết để sáng chế được bảo hộ bằng Bằng độc quyền sáng chế là gì?,Sáng chế muốn được bảo vệ cần phải đáp ứng các yêu cầu nào?,58,7,"Để được cấp Bằng độc quyền sáng chế, sáng chế phải đáp ứng các điều kiện sau:

Có tính mới
Có trình độ sáng tạo
Có khả năng áp dụng công nghiệp"
Những đối tượng nào không thể được bảo vệ dưới dạng sáng chế?,Những loại phát minh hoặc giải pháp nào không thể được cấp bằng sáng chế?,Những đối tượng nào không đủ điều kiện để được công nhận là sáng chế theo quy định?,Các dạng phát minh hay giải pháp nào không thể đăng ký để bảo vệ quyền sáng chế?,59,7,"Các đối tượng không thể được bảo vệ dưới dạng sáng chế bao gồm: phát minh, lý thuyết khoa học, phương pháp toán học; sơ đồ, kế hoạch, quy tắc và phương pháp để thực hiện các hoạt động trí óc, huấn luyện vật nuôi, thực hiện trò chơi, kinh doanh, chương trình máy tính; cách thức thể hiện thông tin; giải pháp chỉ mang đặc tính thẩm mỹ; giống thực vật, giống động vật; quy trình sản xuất thực vật, động vật chủ yếu mang bản chất sinh học mà không phải là quy trình vi sinh; phương pháp phòng ngừa, chẩn đoán và chữa bệnh cho người và động vật."
Một sáng chế được coi là có tính mới khi nào?,Sáng chế có tính mới khi nào được công nhận theo quy định?,Điều kiện nào quyết định tính mới của một sáng chế?,Sáng chế phải đáp ứng yêu cầu gì để được coi là có tính mới?,60,7,"Sáng chế được coi là có tính mới nếu chưa bị bộc lộ công khai dưới hình thức sử dụng, mô tả bằng văn bản hoặc bất kỳ hình thức nào khác ở trong nước hoặc ở nước ngoài trước ngày nộp đơn đăng ký sáng chế hoặc trước ngày ưu tiên trong trường hợp đơn đăng ký sáng chế được hưởng quyền ưu tiên."
Sáng chế có thể mất tính mới khi nào?,Khi nào một sáng chế không còn được coi là có tính mới?,Những trường hợp nào có thể khiến sáng chế mất tính mới?,Làm thế nào để sáng chế không mất tính mới khi được công khai?,60,7,"Sáng chế sẽ mất tính mới nếu nó bị bộc lộ công khai dưới hình thức sử dụng, mô tả bằng văn bản hoặc bất kỳ hình thức nào khác trước ngày nộp đơn hoặc ngày ưu tiên, và nếu sáng chế đó đã được biết đến rộng rãi công khai ở trong nước hoặc quốc tế."
Khi nào sáng chế không bị coi là mất tính mới dù đã được công khai?,Những trường hợp nào giúp sáng chế không mất tính mới dù đã được công bố?,Sáng chế có thể công khai mà vẫn không bị coi là mất tính mới trong điều kiện nào?,Những tình huống nào cho phép sáng chế không mất tính mới khi được công khai?,60,7,"Sáng chế không bị coi là mất tính mới nếu được công bố trong các trường hợp sau đây, với điều kiện đơn đăng ký sáng chế được nộp trong thời hạn sáu tháng kể từ ngày công bố: sáng chế bị người khác công bố mà không được phép của người có quyền đăng ký; sáng chế được người có quyền đăng ký công bố dưới dạng báo cáo khoa học; hoặc sáng chế được trưng bày tại các cuộc triển lãm quốc gia hoặc quốc tế chính thức."
Một sáng chế được coi là có trình độ sáng tạo khi nào?,Khi nào một sáng chế đáp ứng yêu cầu về trình độ sáng tạo?,Điều kiện gì quyết định rằng một sáng chế có trình độ sáng tạo?,Sáng chế phải có yếu tố nào để được coi là có trình độ sáng tạo?,61,7,"Sáng chế được coi là có trình độ sáng tạo nếu nó là một bước tiến sáng tạo, không thể dễ dàng được tạo ra đối với người có hiểu biết trung bình về lĩnh vực kỹ thuật tương ứng, căn cứ vào các giải pháp kỹ thuật đã được bộc lộ công khai trước ngày nộp đơn hoặc ngày ưu tiên."
Khi nào một sáng chế được coi là có khả năng áp dụng công nghiệp?,Điều kiện gì giúp một sáng chế được công nhận có khả năng áp dụng công nghiệp?,Sáng chế phải đáp ứng yêu cầu gì để có thể áp dụng công nghiệp?,Một sáng chế có thể được coi là có khả năng áp dụng công nghiệp khi nào?,62,7,"Sáng chế được coi là có khả năng áp dụng công nghiệp nếu có thể thực hiện được việc chế tạo, sản xuất hàng loạt sản phẩm hoặc áp dụng lặp đi lặp lại quy trình của sáng chế và thu được kết quả ổn định."
Kiểu dáng công nghiệp cần có những điều kiện gì để được bảo hộ?,Điều kiện nào là bắt buộc để kiểu dáng công nghiệp có thể được bảo vệ theo pháp luật?,Kiểu dáng công nghiệp sẽ được bảo vệ khi nào và cần đáp ứng yêu cầu gì?,Các yếu tố nào quyết định việc bảo hộ kiểu dáng công nghiệp?,63,7,"Kiểu dáng công nghiệp được bảo hộ nếu đáp ứng ba điều kiện: có tính mới, có tính sáng tạo và có khả năng áp dụng công nghiệp."
Những đối tượng nào không thể được bảo hộ dưới danh nghĩa kiểu dáng công nghiệp?,Điều gì không được bảo vệ với danh nghĩa kiểu dáng công nghiệp theo quy định của pháp luật?,Các đối tượng nào sẽ không đủ điều kiện để được cấp quyền bảo hộ kiểu dáng công nghiệp?,Kiểu dáng công nghiệp không thể bảo vệ những đối tượng nào?,64,7,"Các đối tượng không được bảo hộ dưới danh nghĩa kiểu dáng công nghiệp bao gồm hình dáng bên ngoài của sản phẩm do đặc tính kỹ thuật bắt buộc, hình dáng của công trình xây dựng và hình dáng sản phẩm không nhìn thấy được trong quá trình sử dụng."
Một kiểu dáng công nghiệp được coi là có tính mới khi nào?,Kiểu dáng công nghiệp sẽ được coi là mới khi nào trong quá trình đăng ký?,Điều kiện nào xác định tính mới của kiểu dáng công nghiệp?,Tính mới của kiểu dáng công nghiệp được xét theo tiêu chí nào?,65,7,Kiểu dáng công nghiệp được coi là có tính mới nếu nó khác biệt đáng kể so với những kiểu dáng công nghiệp đã được công khai sử dụng hoặc mô tả bằng văn bản trước ngày nộp đơn hoặc ngày ưu tiên.
Những yếu tố nào không làm cho hai kiểu dáng công nghiệp được coi là khác biệt đáng kể?,Kiểu dáng công nghiệp sẽ không được coi là khác biệt nếu chỉ khác nhau về đặc điểm nào?,Yếu tố nào không đủ để phân biệt hai kiểu dáng công nghiệp?,Các yếu tố nào sẽ không được xem là đủ để tạo ra sự khác biệt giữa hai kiểu dáng công nghiệp?,65,7,"Hai kiểu dáng công nghiệp không được coi là khác biệt đáng kể nếu chỉ khác biệt về những đặc điểm tạo dáng không dễ dàng nhận biết, ghi nhớ và không thể dùng để phân biệt tổng thể hai kiểu dáng công nghiệp đó."
Một kiểu dáng công nghiệp được coi là có tính sáng tạo khi nào?,Kiểu dáng công nghiệp được đánh giá là có tính sáng tạo khi nào trong quá trình đăng ký?,Điều kiện nào xác định tính sáng tạo của kiểu dáng công nghiệp?,Tính sáng tạo của kiểu dáng công nghiệp được xét theo yếu tố nào?,66,7,"Kiểu dáng công nghiệp được coi là có tính sáng tạo nếu căn cứ vào các kiểu dáng công nghiệp đã được công khai, kiểu dáng đó không thể được tạo ra một cách dễ dàng đối với người có hiểu biết trung bình về lĩnh vực tương ứng."
Kiểu dáng công nghiệp được coi là có khả năng áp dụng công nghiệp khi nào?,Điều kiện nào giúp xác định rằng kiểu dáng công nghiệp có khả năng áp dụng công nghiệp?,Kiểu dáng công nghiệp có thể áp dụng công nghiệp khi có thể thực hiện những gì?,Khi nào một kiểu dáng công nghiệp được đánh giá là có thể áp dụng công nghiệp?,67,7,Kiểu dáng công nghiệp được coi là có khả năng áp dụng công nghiệp nếu có thể dùng làm mẫu để chế tạo hàng loạt sản phẩm có hình dáng bên ngoài là kiểu dáng công nghiệp đó bằng phương pháp công nghiệp hoặc thủ công nghiệp.
Thiết kế bố trí có thể được bảo hộ khi nào?,Điều kiện nào quyết định một thiết kế bố trí có đủ điều kiện để bảo hộ?,Thiết kế bố trí phải đáp ứng những yêu cầu gì để được bảo hộ?,Khi nào thiết kế bố trí được coi là đủ điều kiện để bảo vệ quyền sở hữu trí tuệ?,68,7,Thiết kế bố trí được bảo hộ nếu có tính nguyên gốc và có tính mới thương mại.
Những đối tượng nào không được bảo hộ với danh nghĩa thiết kế bố trí?,Những đối tượng nào không đủ điều kiện để được bảo vệ quyền sở hữu trí tuệ dưới hình thức thiết kế bố trí?,Các đối tượng nào không được bảo vệ với danh nghĩa thiết kế bố trí theo luật?,Các đối tượng nào không thể được bảo hộ với danh nghĩa thiết kế bố trí mạch tích hợp bán dẫn?,69,7,"Các đối tượng không được bảo hộ với danh nghĩa thiết kế bố trí bao gồm nguyên lý, quy trình, hệ thống, phương pháp thực hiện bởi mạch tích hợp bán dẫn và thông tin, phần mềm chứa trong mạch tích hợp bán dẫn."
Thiết kế bố trí được coi là có tính nguyên gốc khi nào?,Khi nào thiết kế bố trí được công nhận là có tính nguyên gốc?,Điều kiện để một thiết kế bố trí được xem là có tính nguyên gốc là gì?,Làm thế nào để xác định thiết kế bố trí có tính nguyên gốc?,70,7,Thiết kế bố trí được coi là có tính nguyên gốc nếu nó là kết quả lao động sáng tạo của tác giả và chưa được biết đến rộng rãi tại thời điểm tạo ra thiết kế đó bởi những người sáng tạo thiết kế bố trí và nhà sản xuất mạch tích hợp bán dẫn.
Thiết kế bố trí được coi là có tính mới thương mại khi nào?,Khi nào một thiết kế bố trí được công nhận là có tính mới thương mại?,Điều kiện nào cần có để thiết kế bố trí được coi là có tính mới thương mại?,Làm thế nào để xác định một thiết kế bố trí có tính mới thương mại?,71,7,Thiết kế bố trí được coi là có tính mới thương mại nếu chưa được khai thác thương mại tại bất kỳ nơi nào trên thế giới trước ngày nộp đơn đăng ký.
Nhãn hiệu có thể được bảo hộ khi nào?,Khi nào nhãn hiệu đủ điều kiện để được bảo hộ?,Điều kiện nào để nhãn hiệu có thể được bảo hộ theo luật?,Nhãn hiệu sẽ được bảo hộ nếu đáp ứng những yêu cầu nào?,72,7,"Nhãn hiệu được bảo hộ nếu đáp ứng hai điều kiện chính: phải là dấu hiệu nhìn thấy được dưới dạng chữ cái, từ ngữ, hình vẽ, hình ảnh hoặc hình ba chiều và có khả năng phân biệt hàng hoá, dịch vụ của chủ sở hữu nhãn hiệu với hàng hoá, dịch vụ của chủ thể khác."
"Dấu hiệu nào không thể được bảo hộ dưới danh nghĩa nhãn hiệu vì có khả năng gây nhầm lẫn với quốc kỳ, quốc huy?",Những dấu hiệu nào không thể được bảo hộ nếu chúng gây nhầm lẫn với quốc kỳ hoặc quốc huy?,Tại sao một số dấu hiệu lại không được bảo hộ như nhãn hiệu vì tương tự với quốc kỳ hay quốc huy?,Dấu hiệu gây nhầm lẫn với quốc kỳ hoặc quốc huy có được bảo hộ như nhãn hiệu không?,73,7,"Dấu hiệu trùng hoặc tương tự đến mức gây nhầm lẫn với hình quốc kỳ, quốc huy của các nước không được bảo hộ với danh nghĩa nhãn hiệu."
Dấu hiệu nào không được bảo hộ nếu chúng trùng hoặc tương tự với biểu tượng của cơ quan nhà nước hoặc tổ chức chính trị?,"Dấu hiệu nào không thể được bảo vệ nếu giống với biểu tượng, cờ, huy hiệu của các tổ chức nhà nước hoặc chính trị?","Dấu hiệu nào cần phải tránh khi đăng ký nhãn hiệu để không xâm phạm các biểu tượng của cơ quan nhà nước, tổ chức chính trị?",Dấu hiệu trùng hoặc tương tự với biểu tượng của tổ chức chính trị có thể đăng ký làm nhãn hiệu không?,73,7,"Dấu hiệu trùng hoặc tương tự đến mức gây nhầm lẫn với biểu tượng, cờ, huy hiệu, tên viết tắt của cơ quan nhà nước, tổ chức chính trị, xã hội không được bảo hộ với danh nghĩa nhãn hiệu nếu không có sự cho phép của các cơ quan, tổ chức đó."
Nhãn hiệu được coi là có khả năng phân biệt khi nào?,Các yếu tố nào khiến một nhãn hiệu trở thành dễ nhận biết và dễ ghi nhớ?,Nhãn hiệu sẽ có khả năng phân biệt nếu nó có những đặc điểm gì nổi bật?,Nhãn hiệu có khả năng phân biệt khi nó được tạo thành từ những yếu tố nào?,74,7,"Nhãn hiệu được coi là có khả năng phân biệt nếu được tạo thành từ một hoặc một số yếu tố dễ nhận biết, dễ ghi nhớ hoặc từ nhiều yếu tố kết hợp thành một tổng thể dễ nhận biết, dễ ghi nhớ và không thuộc các trường hợp bị loại trừ theo quy định."
Những dấu hiệu nào không có khả năng phân biệt và không thể đăng ký làm nhãn hiệu?,Những dấu hiệu nào không thể được đăng ký làm nhãn hiệu vì không đủ khả năng phân biệt?,Các dấu hiệu nào không có khả năng phân biệt với những nhãn hiệu khác theo quy định của pháp luật?,Tại sao một số dấu hiệu lại không có khả năng phân biệt và bị từ chối đăng ký làm nhãn hiệu?,74,7,"Nhãn hiệu bị coi là không có khả năng phân biệt nếu nó là dấu hiệu thuộc các trường hợp sau: hình và hình học đơn giản, chữ số, chữ cái thuộc các ngôn ngữ không thông dụng, dấu hiệu mô tả hàng hoá, dịch vụ, dấu hiệu chỉ thời gian, địa điểm, phương pháp sản xuất, hoặc dấu hiệu trùng hoặc tương tự đến mức gây nhầm lẫn với nhãn hiệu đã đăng ký, hoặc nhãn hiệu nổi tiếng."
Các dấu hiệu trùng hoặc tương tự với nhãn hiệu nổi tiếng có thể được đăng ký không?,Dấu hiệu nào bị coi là xâm phạm nhãn hiệu nổi tiếng và không thể đăng ký?,Tại sao một số dấu hiệu trùng hoặc tương tự với nhãn hiệu nổi tiếng không thể đăng ký làm nhãn hiệu?,"Nếu dấu hiệu trùng hoặc tương tự với nhãn hiệu nổi tiếng, việc đăng ký nhãn hiệu đó có bị cấm không?",74,7,Dấu hiệu trùng hoặc tương tự đến mức gây nhầm lẫn với nhãn hiệu được coi là nổi tiếng của người khác không thể được đăng ký làm nhãn hiệu nếu việc sử dụng dấu hiệu đó có thể làm ảnh hưởng đến khả năng phân biệt của nhãn hiệu nổi tiếng hoặc nhằm lợi dụng uy tín của nhãn hiệu nổi tiếng.
