Base Query,Rewritten 1,Rewritten 2,Rewritten 3,Điều,Chương,Trả lời
Khi nào một bên vợ hoặc chồng có thể tự mình sử dụng tài sản chung để kinh doanh?,Trong trường hợp nào vợ hoặc chồng được quyền tự kinh doanh bằng tài sản chung?,"Để một bên sử dụng tài sản chung cho mục đích kinh doanh, cần điều kiện gì?",Khi nào một người trong vợ chồng có thể tự quyết định giao dịch liên quan đến tài sản chung?,36,3,"Khi vợ chồng có thỏa thuận bằng văn bản cho phép một bên đưa tài sản chung vào kinh doanh, người đó có quyền tự thực hiện các giao dịch liên quan đến tài sản này."
Trong những trường hợp nào vợ chồng cùng phải chịu trách nhiệm về nghĩa vụ tài sản?,Khi nào vợ chồng phải cùng nhau chịu trách nhiệm về tài sản?,Những tình huống nào khiến cả hai vợ chồng đều phải chịu nghĩa vụ chung về tài sản?,Vợ chồng phải cùng chịu trách nhiệm tài sản trong trường hợp nào?,37,3,"Vợ chồng cùng chịu trách nhiệm về tài sản khi thực hiện giao dịch thỏa thuận chung, bồi thường thiệt hại theo quy định pháp luật hoặc khi phát sinh từ việc sử dụng, định đoạt tài sản chung."
"Khi một bên vợ hoặc chồng sử dụng tài sản riêng để hỗ trợ gia đình, nghĩa vụ tài sản phát sinh như thế nào?","Nếu vợ hoặc chồng dùng tài sản riêng cho gia đình, trách nhiệm tài sản sẽ ra sao?",Việc sử dụng tài sản riêng để duy trì tài sản chung dẫn đến nghĩa vụ gì?,"Khi tài sản riêng được dùng để tạo thu nhập chính cho gia đình, nghĩa vụ tài sản được xác định thế nào?",37,3,"Khi một bên sử dụng tài sản riêng để duy trì, phát triển tài sản chung hoặc tạo nguồn thu nhập chính cho gia đình, nghĩa vụ tài sản phát sinh sẽ do cả hai vợ chồng cùng chịu trách nhiệm."
Vợ chồng có nghĩa vụ gì khi con gây ra thiệt hại theo quy định pháp luật?,"Khi con gây thiệt hại, vợ chồng có trách nhiệm gì về mặt tài sản?","Trong trường hợp con làm tổn hại đến người khác, cha mẹ phải chịu nghĩa vụ ra sao?",Nghĩa vụ bồi thường của cha mẹ phát sinh thế nào khi con gây ra thiệt hại?,37,3,"Khi con gây thiệt hại, cha mẹ có nghĩa vụ bồi thường theo quy định của Bộ luật dân sự."
Vợ chồng có thể chia tài sản chung trong thời kỳ hôn nhân bằng cách nào?,"Trong thời kỳ hôn nhân, làm sao vợ chồng có thể chia tài sản chung?",Vợ chồng có thể thỏa thuận chia tài sản chung như thế nào khi vẫn đang trong hôn nhân?,Có những cách nào để chia tài sản chung khi vợ chồng chưa ly hôn?,38,3,"Vợ chồng có thể thỏa thuận chia một phần hoặc toàn bộ tài sản chung. Nếu không thỏa thuận được, họ có quyền yêu cầu Tòa án giải quyết."
Việc thỏa thuận chia tài sản chung trong thời kỳ hôn nhân cần tuân thủ điều kiện gì?,"Khi thỏa thuận chia tài sản chung, vợ chồng cần làm gì để đảm bảo hợp pháp?",Thỏa thuận chia tài sản chung giữa vợ chồng phải được lập dưới hình thức nào?,Vợ chồng cần lưu ý gì khi lập thỏa thuận chia tài sản chung?,38,3,Thỏa thuận chia tài sản chung phải được lập thành văn bản và có thể được công chứng theo yêu cầu của vợ chồng hoặc theo quy định của pháp luật.
"Nếu vợ chồng không tự thỏa thuận được việc chia tài sản chung, họ cần làm gì?","Khi không đạt được thỏa thuận, vợ chồng có thể nhờ ai giải quyết việc chia tài sản chung?",Vợ chồng nên làm gì khi tranh chấp về chia tài sản chung không thể tự giải quyết?,"Trong trường hợp bất đồng về việc chia tài sản chung, ai có thẩm quyền xử lý?",38,3,"Nếu không thỏa thuận được, vợ chồng có quyền yêu cầu Tòa án giải quyết việc chia tài sản chung theo quy định pháp luật."
Thời điểm nào việc chia tài sản chung của vợ chồng có hiệu lực?,Khi nào việc chia tài sản chung giữa vợ chồng bắt đầu có hiệu lực?,Thỏa thuận chia tài sản chung có hiệu lực từ thời điểm nào?,Việc chia tài sản chung của vợ chồng được tính hiệu lực ra sao?,39,3,"Việc chia tài sản chung có hiệu lực từ thời điểm được ghi trong văn bản thỏa thuận. Nếu văn bản không ghi rõ, thời điểm hiệu lực tính từ ngày lập văn bản. Trường hợp Tòa án giải quyết, việc chia tài sản có hiệu lực từ ngày bản án hoặc quyết định có hiệu lực pháp luật."
Quyền và nghĩa vụ về tài sản với người thứ ba được giải quyết như thế nào khi vợ chồng chia tài sản?,"Khi vợ chồng chia tài sản, quyền lợi của người thứ ba có bị ảnh hưởng không?",Việc chia tài sản chung có tác động gì đến nghĩa vụ tài sản với bên thứ ba?,Người thứ ba có quyền lợi gì khi vợ chồng thực hiện việc chia tài sản?,39,3,"Quyền và nghĩa vụ về tài sản giữa vợ, chồng với người thứ ba phát sinh trước thời điểm chia tài sản vẫn có giá trị pháp lý, trừ khi các bên có thỏa thuận khác."
"Sau khi chia tài sản chung, phần tài sản được chia và lợi tức phát sinh thuộc về ai?","Khi tài sản chung được chia, phần tài sản và thu nhập từ tài sản đó sẽ thuộc về ai?",Việc chia tài sản chung ảnh hưởng thế nào đến quyền sở hữu của vợ hoặc chồng?,"Sau khi chia tài sản, hoa lợi và lợi tức từ tài sản riêng được tính như thế nào?",40,3,"Sau khi chia tài sản chung, phần tài sản được chia và hoa lợi, lợi tức phát sinh từ tài sản riêng của mỗi bên là tài sản riêng, trừ khi vợ chồng có thỏa thuận khác. Phần tài sản chưa chia vẫn là tài sản chung."
Việc chia tài sản chung có ảnh hưởng đến quyền và nghĩa vụ với người thứ ba không?,"Khi vợ chồng chia tài sản, quyền và nghĩa vụ với bên thứ ba có thay đổi không?",Chia tài sản chung có làm mất hiệu lực nghĩa vụ với người thứ ba không?,Việc chia tài sản trong hôn nhân tác động thế nào đến quyền lợi của người thứ ba?,40,3,"Việc chia tài sản chung không làm thay đổi quyền và nghĩa vụ về tài sản đã được xác lập trước đó giữa vợ, chồng với người thứ ba."
Vợ chồng có thể chấm dứt hiệu lực của việc chia tài sản chung trong thời kỳ hôn nhân bằng cách nào?,Làm thế nào để vợ chồng hủy bỏ việc chia tài sản chung đã thỏa thuận trước đó?,"Khi muốn chấm dứt hiệu lực chia tài sản chung, vợ chồng cần làm gì?",Việc chấm dứt hiệu lực của thỏa thuận chia tài sản chung được thực hiện ra sao?,41,3,"Vợ chồng có thể thỏa thuận chấm dứt hiệu lực của việc chia tài sản chung. Thỏa thuận này phải được lập thành văn bản và tuân theo quy định pháp luật. Nếu việc chia tài sản được thực hiện theo quyết định của Tòa án, việc chấm dứt phải được Tòa án công nhận."
"Sau khi chấm dứt hiệu lực chia tài sản chung, quyền sở hữu tài sản được xác định như thế nào?","Khi việc chia tài sản chung không còn hiệu lực, tài sản chung và riêng được phân định ra sao?",Việc xác định tài sản của vợ chồng sau khi chấm dứt hiệu lực chia tài sản được quy định thế nào?,Tài sản của vợ chồng được xử lý thế nào sau khi chấm dứt hiệu lực thỏa thuận chia tài sản?,41,3,"Sau khi chấm dứt hiệu lực của việc chia tài sản chung, việc xác định tài sản chung và riêng được thực hiện theo quy định pháp luật. Phần tài sản đã được chia trước đó vẫn thuộc sở hữu riêng của mỗi bên, trừ khi hai vợ chồng có thỏa thuận khác."
Trong những trường hợp nào việc chia tài sản chung trong thời kỳ hôn nhân bị coi là vô hiệu?,Khi nào việc chia tài sản chung giữa vợ chồng bị mất hiệu lực?,Việc chia tài sản chung trong hôn nhân bị vô hiệu trong các trường hợp nào?,Những tình huống nào khiến việc chia tài sản chung không được pháp luật công nhận?,42,3,"Việc chia tài sản chung trong thời kỳ hôn nhân bị vô hiệu khi ảnh hưởng nghiêm trọng đến lợi ích gia đình, quyền lợi hợp pháp của con chưa thành niên hoặc người không có khả năng lao động. Ngoài ra, việc chia tài sản nhằm trốn tránh nghĩa vụ nuôi dưỡng, bồi thường thiệt hại, trả nợ, nộp thuế hoặc nghĩa vụ tài chính khác cũng bị coi là vô hiệu."
Việc chia tài sản chung có bị vô hiệu khi nhằm mục đích trốn tránh nghĩa vụ không?,Việc chia tài sản chung để né tránh nghĩa vụ tài chính có hợp pháp không?,Chia tài sản nhằm trốn tránh trách nhiệm nuôi dưỡng hoặc trả nợ bị xử lý thế nào?,Khi nào việc chia tài sản chung bị xem là hành vi trốn tránh nghĩa vụ?,42,3,"Việc chia tài sản chung bị vô hiệu nếu nhằm trốn tránh các nghĩa vụ như nuôi dưỡng, bồi thường thiệt hại, trả nợ, nghĩa vụ thuế hoặc nghĩa vụ tài chính khác theo quy định pháp luật."
Những loại tài sản nào được coi là tài sản riêng của vợ hoặc chồng?,Vợ hoặc chồng có thể sở hữu những loại tài sản riêng nào?,"Tài sản riêng của vợ, chồng bao gồm những gì?","Trong hôn nhân, tài sản nào được xác định là tài sản riêng của mỗi bên?",43,3,"Tài sản riêng của vợ hoặc chồng gồm tài sản có trước khi kết hôn, tài sản được thừa kế riêng, tặng cho riêng, tài sản được chia riêng, tài sản phục vụ nhu cầu thiết yếu và các tài sản khác theo quy định pháp luật."
Tài sản hình thành từ tài sản riêng trong thời kỳ hôn nhân được xác định ra sao?,"Khi tài sản riêng tạo ra tài sản mới trong hôn nhân, quyền sở hữu thuộc về ai?",Việc hình thành tài sản từ tài sản riêng của vợ hoặc chồng trong hôn nhân được quy định thế nào?,"Hoa lợi, lợi tức từ tài sản riêng trong thời kỳ hôn nhân được xử lý ra sao?",43,3,"Tài sản hình thành từ tài sản riêng của vợ hoặc chồng vẫn là tài sản riêng. Hoa lợi, lợi tức từ tài sản riêng trong thời kỳ hôn nhân được xác định theo thỏa thuận hoặc theo quy định pháp luật."
Vợ hoặc chồng có quyền gì đối với tài sản riêng của mình?,Vợ hoặc chồng được phép làm gì với tài sản riêng?,"Quyền sở hữu, sử dụng tài sản riêng của vợ, chồng được quy định ra sao?",Mỗi bên trong hôn nhân có quyền xử lý tài sản riêng như thế nào?,44,3,"Vợ hoặc chồng có quyền chiếm hữu, sử dụng và định đoạt tài sản riêng của mình. Họ có thể quyết định nhập hoặc không nhập tài sản riêng vào tài sản chung."
Trong trường hợp nào việc định đoạt tài sản riêng cần sự đồng ý của người kia?,Khi nào vợ hoặc chồng phải xin ý kiến người kia để sử dụng tài sản riêng?,Việc định đoạt tài sản riêng đòi hỏi sự đồng ý của bên kia trong trường hợp nào?,Tài sản riêng khi nào cần sự chấp thuận của chồng hoặc vợ để xử lý?,44,3,"Nếu hoa lợi, lợi tức từ tài sản riêng là nguồn sống duy nhất của gia đình, việc định đoạt tài sản đó phải có sự đồng ý của người kia."
Những nghĩa vụ riêng về tài sản của vợ hoặc chồng được xác định trong những trường hợp nào?,Khi nào vợ hoặc chồng phải tự chịu trách nhiệm về nghĩa vụ tài sản riêng?,Những trường hợp nào dẫn đến việc vợ hoặc chồng có nghĩa vụ tài sản riêng?,Nghĩa vụ riêng về tài sản của mỗi bên trong hôn nhân được xác định ra sao?,45,3,"Vợ hoặc chồng có nghĩa vụ riêng về tài sản khi nghĩa vụ đó phát sinh trước khi kết hôn, từ việc sử dụng, định đoạt tài sản riêng, từ giao dịch không phục vụ nhu cầu gia đình hoặc từ hành vi vi phạm pháp luật."
Trong trường hợp nào giao dịch do một bên thực hiện không liên quan đến gia đình trở thành nghĩa vụ riêng?,Khi nào một bên vợ hoặc chồng phải tự chịu trách nhiệm về giao dịch của mình?,Giao dịch nào do vợ hoặc chồng thực hiện được coi là nghĩa vụ tài sản riêng?,"Khi thực hiện giao dịch không phục vụ gia đình, nghĩa vụ tài sản được xử lý thế nào?",45,3,Giao dịch do một bên thực hiện không nhằm đáp ứng nhu cầu của gia đình được coi là nghĩa vụ tài sản riêng và bên thực hiện phải tự chịu trách nhiệm.
Việc nhập tài sản riêng của vợ hoặc chồng vào tài sản chung được thực hiện như thế nào?,Làm sao để tài sản riêng trở thành tài sản chung của vợ chồng?,Khi nào tài sản riêng có thể được nhập vào tài sản chung?,Việc nhập tài sản riêng vào tài sản chung giữa vợ chồng cần tuân thủ điều kiện gì?,46,3,"Việc nhập tài sản riêng vào tài sản chung được thực hiện theo thỏa thuận giữa vợ và chồng. Nếu tài sản đó thuộc loại phải tuân theo hình thức pháp lý nhất định, thỏa thuận cần đảm bảo tuân thủ quy định đó."
Nghĩa vụ liên quan đến tài sản riêng sau khi nhập vào tài sản chung được xử lý ra sao?,"Khi tài sản riêng được nhập vào tài sản chung, nghĩa vụ liên quan đến tài sản đó được giải quyết thế nào?",Việc xử lý nghĩa vụ tài sản riêng sau khi nhập vào tài sản chung được quy định ra sao?,"Nếu tài sản riêng đã trở thành tài sản chung, các nghĩa vụ liên quan sẽ do ai chịu?",46,3,"Khi tài sản riêng được nhập vào tài sản chung, nghĩa vụ liên quan sẽ được thực hiện bằng tài sản chung, trừ khi vợ chồng có thỏa thuận khác hoặc pháp luật có quy định khác."
Khi nào vợ chồng có thể thỏa thuận về chế độ tài sản của mình?,Vợ chồng cần thỏa thuận về chế độ tài sản vào thời điểm nào?,Thỏa thuận về tài sản giữa vợ chồng được xác lập khi nào?,"Khi kết hôn, vợ chồng có thể thỏa thuận về tài sản trong thời điểm nào?",47,3,Vợ chồng có thể thỏa thuận về chế độ tài sản trước khi kết hôn. Thỏa thuận này phải được lập thành văn bản có công chứng hoặc chứng thực và có hiệu lực từ ngày đăng ký kết hôn.
Thỏa thuận về chế độ tài sản của vợ chồng cần tuân thủ những yêu cầu gì?,Việc thỏa thuận chế độ tài sản giữa vợ chồng phải đáp ứng điều kiện gì?,"Khi lập thỏa thuận về tài sản, vợ chồng cần tuân theo những quy định nào?",Thỏa thuận tài sản của vợ chồng hợp pháp khi đảm bảo yêu cầu gì?,47,3,"Thỏa thuận về chế độ tài sản phải được lập trước khi kết hôn, bằng văn bản có công chứng hoặc chứng thực. Chế độ tài sản theo thỏa thuận được xác lập từ ngày đăng ký kết hôn."
Thỏa thuận về chế độ tài sản của vợ chồng cần bao gồm những nội dung cơ bản nào?,Vợ chồng cần đề cập đến những gì trong thỏa thuận về chế độ tài sản?,Nội dung cơ bản của một thỏa thuận tài sản giữa vợ chồng bao gồm gì?,"Khi lập thỏa thuận về tài sản, vợ chồng cần chú ý đến những điểm nào?",48,3,"Thỏa thuận về chế độ tài sản của vợ chồng cần bao gồm các nội dung cơ bản như: xác định tài sản chung và tài sản riêng, quyền và nghĩa vụ đối với tài sản, điều kiện và nguyên tắc phân chia tài sản khi chấm dứt chế độ tài sản, cùng các nội dung liên quan khác."
"Nếu thỏa thuận về chế độ tài sản không rõ ràng hoặc thiếu nội dung, vấn đề phát sinh sẽ được giải quyết thế nào?","Khi thỏa thuận tài sản giữa vợ chồng không đầy đủ, việc xử lý được thực hiện ra sao?","Nếu nội dung thỏa thuận tài sản chưa rõ, pháp luật giải quyết như thế nào?",Vợ chồng cần làm gì khi thỏa thuận tài sản phát sinh vấn đề chưa được quy định?,48,3,"Khi thỏa thuận về chế độ tài sản không rõ ràng hoặc chưa đề cập vấn đề phát sinh, việc giải quyết sẽ áp dụng theo quy định của pháp luật liên quan và các điều khoản tương ứng của chế độ tài sản theo luật định."
"Vợ chồng có thể sửa đổi, bổ sung thỏa thuận về chế độ tài sản trong những trường hợp nào?",Khi nào vợ chồng được phép thay đổi nội dung thỏa thuận về tài sản?,Việc điều chỉnh thỏa thuận chế độ tài sản của vợ chồng được thực hiện ra sao?,Vợ chồng có quyền chỉnh sửa thỏa thuận tài sản đã lập không?,49,3,Vợ chồng có quyền sửa đổi hoặc bổ sung nội dung thỏa thuận về chế độ tài sản khi cả hai bên đồng ý.
"Việc sửa đổi, bổ sung thỏa thuận về chế độ tài sản phải tuân thủ hình thức gì?",Thủ tục sửa đổi thỏa thuận tài sản giữa vợ chồng cần đáp ứng yêu cầu gì?,"Khi điều chỉnh nội dung thỏa thuận tài sản, vợ chồng cần thực hiện theo hình thức nào?",Việc bổ sung thỏa thuận tài sản có yêu cầu gì về hình thức hợp pháp?,49,3,"Việc sửa đổi, bổ sung thỏa thuận về chế độ tài sản phải được lập thành văn bản có công chứng hoặc chứng thực, tuân theo quy định tại Điều 47 của Luật này."
Trong những trường hợp nào thỏa thuận về chế độ tài sản của vợ chồng bị tuyên bố vô hiệu?,Khi nào thỏa thuận tài sản giữa vợ chồng không còn hiệu lực?,Những lý do nào khiến thỏa thuận về chế độ tài sản bị Tòa án tuyên bố vô hiệu?,Thỏa thuận tài sản của vợ chồng bị coi là vô hiệu trong các trường hợp nào?,50,3,"Thỏa thuận về chế độ tài sản của vợ chồng bị tuyên bố vô hiệu khi không tuân thủ điều kiện có hiệu lực của giao dịch, vi phạm quy định của pháp luật hoặc xâm phạm nghiêm trọng quyền cấp dưỡng, quyền thừa kế và quyền lợi hợp pháp của cha, mẹ, con và các thành viên khác trong gia đình."
Việc tuyên bố vô hiệu thỏa thuận về chế độ tài sản của vợ chồng được thực hiện bởi cơ quan nào?,Ai có thẩm quyền tuyên bố thỏa thuận tài sản giữa vợ chồng là vô hiệu?,Cơ quan nào xem xét và quyết định về hiệu lực của thỏa thuận tài sản?,"Khi thỏa thuận tài sản bị vô hiệu, cơ quan nào chịu trách nhiệm giải quyết?",50,3,Tòa án có thẩm quyền tuyên bố thỏa thuận về chế độ tài sản của vợ chồng bị vô hiệu. Tòa án nhân dân tối cao phối hợp với các cơ quan liên quan để hướng dẫn việc áp dụng quy định này.
Ai có quyền yêu cầu Tòa án giải quyết ly hôn?,Những người nào có thể yêu cầu Tòa án giải quyết ly hôn?,Ai được phép nộp đơn yêu cầu ly hôn theo quy định pháp luật?,Quyền yêu cầu ly hôn thuộc về những ai?,51,4,"Vợ, chồng hoặc cả hai người đều có quyền yêu cầu Tòa án giải quyết ly hôn. Trong một số trường hợp, cha, mẹ hoặc người thân thích khác cũng có quyền yêu cầu khi một bên vợ hoặc chồng bị bệnh và là nạn nhân của bạo lực gia đình."
Có trường hợp nào chồng không được quyền yêu cầu ly hôn không?,Khi nào chồng bị hạn chế quyền yêu cầu ly hôn?,Trong trường hợp nào người chồng không thể nộp đơn ly hôn?,Có quy định nào cấm chồng yêu cầu ly hôn không?,51,4,"Chồng không có quyền yêu cầu ly hôn khi vợ đang mang thai, sinh con hoặc đang nuôi con dưới 12 tháng tuổi."
Việc hòa giải được khuyến khích như thế nào khi vợ chồng yêu cầu ly hôn?,"Khi vợ chồng muốn ly hôn, việc hòa giải có được khuyến khích không?",Nhà nước và xã hội có biện pháp gì để hỗ trợ vợ chồng trước khi ly hôn?,"Khi có yêu cầu ly hôn, hòa giải ở cơ sở được thực hiện ra sao?",52,4,Nhà nước và xã hội khuyến khích vợ chồng tiến hành hòa giải ở cơ sở khi có yêu cầu ly hôn. Việc hòa giải được thực hiện theo quy định pháp luật về hòa giải cơ sở.
Việc hòa giải ở cơ sở trong trường hợp ly hôn phải tuân theo quy định nào?,"Khi hòa giải trước ly hôn, vợ chồng phải tuân theo quy định gì?",Hòa giải trong trường hợp ly hôn được thực hiện theo quy định nào?,Quy trình hòa giải ở cơ sở khi ly hôn được pháp luật hướng dẫn ra sao?,52,4,Việc hòa giải ở cơ sở khi vợ chồng yêu cầu ly hôn phải tuân theo quy định của pháp luật về hòa giải ở cơ sở.
Tòa án thụ lý đơn yêu cầu ly hôn theo quy định nào?,"Khi nộp đơn ly hôn, Tòa án xử lý theo quy trình nào?",Đơn yêu cầu ly hôn được Tòa án tiếp nhận và xử lý ra sao?,Quy định nào được áp dụng khi Tòa án thụ lý đơn ly hôn?,53,4,Tòa án thụ lý đơn yêu cầu ly hôn theo quy định của pháp luật về tố tụng dân sự.
"Nếu vợ chồng không đăng ký kết hôn nhưng có yêu cầu ly hôn, Tòa án sẽ giải quyết thế nào?","Khi không có đăng ký kết hôn mà yêu cầu ly hôn, Tòa án xử lý ra sao?","Trong trường hợp không đăng ký kết hôn, yêu cầu ly hôn được giải quyết thế nào?",Vợ chồng không đăng ký kết hôn có được Tòa án giải quyết ly hôn không?,53,4,"Nếu không đăng ký kết hôn, Tòa án sẽ thụ lý đơn và tuyên bố không công nhận quan hệ vợ chồng. Nếu có yêu cầu về con và tài sản, Tòa án giải quyết theo quy định pháp luật."
"Sau khi thụ lý đơn ly hôn, Tòa án thực hiện hòa giải như thế nào?","Khi Tòa án đã tiếp nhận đơn ly hôn, việc hòa giải được tiến hành ra sao?",Quy trình hòa giải tại Tòa án sau khi thụ lý đơn ly hôn được thực hiện thế nào?,"Sau khi nhận đơn ly hôn, Tòa án xử lý việc hòa giải theo quy định nào?",54,4,"Sau khi thụ lý đơn yêu cầu ly hôn, Tòa án tiến hành hòa giải theo quy định của pháp luật về tố tụng dân sự."
Khi nào Tòa án công nhận thuận tình ly hôn?,Điều kiện để Tòa án công nhận thuận tình ly hôn là gì?,Trong trường hợp nào vợ chồng được Tòa án chấp nhận cho ly hôn theo thuận tình?,"Khi vợ chồng cùng yêu cầu ly hôn, Tòa án xem xét dựa trên những yếu tố nào?",55,4,"Tòa án công nhận thuận tình ly hôn khi vợ chồng thật sự tự nguyện ly hôn, đã thỏa thuận được việc chia tài sản, chăm sóc, nuôi dưỡng, giáo dục con và đảm bảo quyền lợi chính đáng của vợ và con."
Điều gì xảy ra nếu vợ chồng không thỏa thuận được các vấn đề liên quan khi yêu cầu thuận tình ly hôn?,"Nếu không đạt được thỏa thuận khi ly hôn, Tòa án xử lý thế nào?","Khi vợ chồng không thống nhất về chia tài sản hoặc nuôi con, việc ly hôn sẽ ra sao?",Tòa án giải quyết thế nào khi thỏa thuận ly hôn không đảm bảo quyền lợi của vợ và con?,55,4,"Nếu vợ chồng không thỏa thuận được hoặc thỏa thuận không đảm bảo quyền lợi chính đáng của vợ và con, Tòa án sẽ giải quyết ly hôn theo quy định pháp luật."
Trong trường hợp nào Tòa án giải quyết ly hôn theo yêu cầu của một bên?,"Khi chỉ một bên vợ hoặc chồng yêu cầu ly hôn, Tòa án xử lý ra sao?",Những trường hợp nào cho phép một bên đơn phương yêu cầu ly hôn?,Ly hôn theo yêu cầu của một bên được giải quyết trong các tình huống nào?,56,4,"Tòa án giải quyết ly hôn theo yêu cầu của một bên khi hòa giải không thành và có căn cứ về hành vi bạo lực gia đình hoặc vi phạm nghiêm trọng nghĩa vụ vợ chồng, khiến hôn nhân trầm trọng, đời sống chung không thể kéo dài, mục đích hôn nhân không đạt được. Ngoài ra, nếu một bên bị tuyên bố mất tích, Tòa án cũng giải quyết ly hôn theo yêu cầu của bên còn lại."
Tòa án xử lý thế nào khi ly hôn theo yêu cầu của một bên liên quan đến hành vi bạo lực gia đình?,"Nếu một bên yêu cầu ly hôn vì bị bạo lực gia đình, Tòa án giải quyết ra sao?","Khi xảy ra bạo lực gia đình, việc ly hôn theo yêu cầu của một bên được xử lý thế nào?",Hành vi bạo lực gia đình ảnh hưởng như thế nào đến quyết định ly hôn theo yêu cầu đơn phương?,56,4,"Khi một bên yêu cầu ly hôn do hành vi bạo lực gia đình, Tòa án sẽ giải quyết ly hôn nếu hành vi đó làm ảnh hưởng nghiêm trọng đến tính mạng, sức khỏe, tinh thần của người bị hại, sau khi hòa giải không thành."
Quan hệ hôn nhân chấm dứt từ thời điểm nào?,Khi nào mối quan hệ hôn nhân chính thức chấm dứt?,Thời điểm nào Tòa án công nhận việc chấm dứt hôn nhân?,Quan hệ vợ chồng kết thúc vào lúc nào sau khi ly hôn?,57,4,Quan hệ hôn nhân chấm dứt kể từ ngày bản án hoặc quyết định ly hôn của Tòa án có hiệu lực pháp luật.
"Sau khi giải quyết ly hôn, Tòa án có trách nhiệm gì liên quan đến bản án hoặc quyết định ly hôn?",Tòa án cần làm gì sau khi bản án ly hôn có hiệu lực?,"Việc gửi bản án, quyết định ly hôn sau khi có hiệu lực được thực hiện ra sao?","Ai nhận được bản án, quyết định ly hôn sau khi Tòa án giải quyết?",57,4,"Sau khi bản án hoặc quyết định ly hôn có hiệu lực, Tòa án phải gửi cho cơ quan đăng ký kết hôn để ghi vào sổ hộ tịch, hai bên ly hôn, và các cá nhân, cơ quan, tổ chức khác theo quy định của pháp luật."
"Sau khi ly hôn, cha mẹ có quyền và nghĩa vụ gì đối với con?",Cha mẹ phải thực hiện những trách nhiệm nào với con sau khi ly hôn?,"Sau khi ly hôn, quyền chăm sóc và nuôi dưỡng con của cha mẹ được quy định ra sao?",Việc giáo dục và trông nom con sau ly hôn thuộc trách nhiệm của ai?,58,4,"Sau khi ly hôn, cha mẹ vẫn có quyền và nghĩa vụ trông nom, chăm sóc, nuôi dưỡng và giáo dục con theo quy định tại các điều 81, 82, 83 và 84 của Luật hôn nhân và gia đình."
Việc giải quyết tài sản của vợ chồng khi ly hôn được thực hiện theo nguyên tắc nào?,"Khi ly hôn, tài sản của vợ chồng được chia theo những nguyên tắc gì?",Pháp luật quy định ra sao về việc phân chia tài sản khi vợ chồng ly hôn?,Các yếu tố nào được xem xét khi giải quyết tài sản trong trường hợp ly hôn?,59,4,"Việc giải quyết tài sản khi ly hôn được thực hiện theo thỏa thuận của vợ chồng. Nếu không thỏa thuận được, Tòa án sẽ giải quyết theo quy định pháp luật, đảm bảo chia đôi tài sản chung nhưng có tính đến hoàn cảnh gia đình, công sức đóng góp, lợi ích chính đáng và lỗi của mỗi bên."
Tài sản chung của vợ chồng được chia như thế nào khi ly hôn?,"Khi ly hôn, tài sản chung của vợ chồng được phân chia ra sao?",Nguyên tắc chia tài sản chung sau ly hôn được áp dụng như thế nào?,Có những cách nào để phân chia tài sản chung khi vợ chồng ly hôn?,59,4,"Tài sản chung được chia đôi nhưng có xem xét đến hoàn cảnh gia đình, công sức đóng góp, quyền lợi trong kinh doanh và lỗi của mỗi bên. Việc chia có thể bằng hiện vật hoặc theo giá trị; nếu một bên nhận phần có giá trị lớn hơn, phải thanh toán phần chênh lệch cho bên kia."
Tài sản riêng của vợ chồng được xử lý thế nào khi ly hôn?,"Khi ly hôn, tài sản riêng của vợ chồng được giải quyết ra sao?",Có trường hợp nào tài sản riêng trở thành tài sản chung khi chia ly hôn không?,Tòa án xử lý thế nào với tài sản riêng đã trộn lẫn với tài sản chung?,59,4,"Tài sản riêng thuộc quyền sở hữu của mỗi bên, trừ khi đã nhập vào tài sản chung. Nếu tài sản riêng bị sáp nhập, trộn lẫn với tài sản chung, bên đóng góp được thanh toán phần giá trị tương ứng, trừ khi hai bên có thỏa thuận khác."
"Sau khi ly hôn, quyền và nghĩa vụ tài sản của vợ chồng đối với người thứ ba được xử lý như thế nào?",Việc giải quyết nghĩa vụ tài sản với người thứ ba sau ly hôn được quy định ra sao?,"Sau khi ly hôn, vợ chồng có còn trách nhiệm với người thứ ba không?",Quan hệ tài sản giữa vợ chồng và người thứ ba có bị ảnh hưởng sau khi ly hôn không?,60,4,"Sau khi ly hôn, quyền và nghĩa vụ tài sản của vợ chồng đối với người thứ ba vẫn có hiệu lực, trừ khi hai bên và người thứ ba có thỏa thuận khác."
"Khi có tranh chấp về quyền và nghĩa vụ tài sản với người thứ ba sau ly hôn, việc giải quyết được thực hiện theo quy định nào?",Tranh chấp tài sản giữa vợ chồng và người thứ ba sau ly hôn được giải quyết theo quy định nào?,"Khi xảy ra tranh chấp về nghĩa vụ tài sản với người thứ ba sau ly hôn, pháp luật xử lý ra sao?",Căn cứ nào được áp dụng để giải quyết tranh chấp tài sản giữa vợ chồng và người thứ ba?,60,4,"Khi có tranh chấp về quyền và nghĩa vụ tài sản với người thứ ba sau ly hôn, việc giải quyết được thực hiện theo quy định tại các điều 27, 37, 45 của Luật hôn nhân và gia đình và các quy định của Bộ luật dân sự."
